word_count,char_count,caps_ratio,exclamation_count,question_count,url_count,spam_keyword_count,digit_ratio,special_char_ratio,subject_length,subject_caps_ratio,subject_spam_keywords,has_attachment,reply_to_mismatch,sender_domain_len,html_ratio,urgency_word_count,money_word_count,personal_greeting,line_break_ratio,label
0.2292585,0.23752552,0.0028092787,0.09211663,0.0,0.21988755,0.13206716,0.23482597,0.061567575,0.27928078,0.05528349,0.12700553,0.04471718,0.013389035,0.39201802,0.3947618,0.0,0.39872432,0.0018704064,0.14933741,0
0.38684002,0.34135774,0.029018398,0.03948708,0.0,0.42387232,0.24171013,0.14613761,0.10862214,0.2996988,0.08775655,0.09232508,0.98342484,0.067578875,0.4619043,0.34877264,0.0,0.31555346,0.0,0.0,0
0.17256561,0.20741291,0.1414623,0.11061537,0.114789955,0.2508851,0.045131363,0.15790126,0.0,0.5928072,0.021428386,0.16901202,0.0,0.0,0.43330672,0.36910558,0.02976536,0.13651638,0.0,0.091480374,0
0.40074646,0.515003,0.111808985,0.0,0.0,0.42889613,0.19964208,0.12723802,0.043944545,0.38429433,0.0007376373,0.18684399,0.015141274,0.022832805,0.38761944,0.4177976,0.15965469,0.30644548,0.03934941,0.0,0
0.57980496,0.12937188,0.009906642,0.3603125,0.17389944,0.6474727,0.36672765,0.02277806,0.040647887,0.39930642,0.12094396,0.57845914,1.0,0.020808654,0.37860048,0.632905,0.19292402,0.3294647,0.0,0.046850026,1
0.163981,0.16303483,0.0,0.0,0.0066963322,0.45906034,0.21648271,0.10023943,0.11583163,0.4590962,0.09302683,0.15815099,0.0017318388,0.0,0.22308068,0.397929,0.1811409,0.0641938,0.0,0.030031696,0
0.37673622,0.4988447,0.08345636,0.2619845,0.271279,0.39212945,0.6758887,0.065127276,0.058527768,0.3608892,0.1472785,0.5659115,0.023240656,1.0,0.25918177,0.22604345,0.28884828,0.2957833,0.04488826,0.0,1
0.1881416,0.14380333,0.04931278,0.08944785,0.0,0.3312005,0.23299056,0.06435044,0.11669555,0.39637756,0.017461121,0.020714203,0.0,1.0,0.34776947,0.2881445,0.10487739,0.0,0.0,0.035587907,0
0.23269096,0.150569,0.0,0.09352359,0.08293525,0.1365895,0.2713745,0.17254071,0.014270298,0.42147166,0.0,0.09231592,0.07373088,0.0,0.3310236,0.6826968,0.12562254,0.18000504,0.98368794,0.06605095,0
0.7009443,0.1738164,0.09522006,0.32246536,0.0954331,0.28841922,0.5326945,0.07131359,0.107645765,0.46448365,0.07815807,0.8173959,0.9495502,1.0,0.25189677,0.55147636,0.22534424,0.31846106,0.002534586,0.13709079,1
0.30537862,0.39908546,0.057574943,0.30378553,0.1368542,0.62757504,0.5764319,0.0,0.038408704,0.44195452,0.07735028,0.61231005,0.0,1.0,0.2685166,0.3653165,0.16838367,0.23499137,0.98601854,0.049524337,1
0.1189046,0.0802495,0.36734882,0.20306814,0.14102995,0.106205404,0.0,0.0,0.06681057,0.50127494,0.55183524,0.09025009,0.0,1.0,0.43467748,0.13812242,0.50989,0.1582653,0.008807976,0.12733053,1
0.338927,0.42594197,0.059276797,0.41490698,0.12669775,0.61413646,0.5392569,0.0,0.0615843,0.48400643,0.15556034,0.8040201,0.09654364,0.0,0.5049156,0.42798668,0.19831815,0.48522532,0.0,0.027109794,1
0.6196456,0.34521663,0.108431466,0.24588567,0.070245035,0.27435908,0.52253455,0.02359006,0.080874704,0.34759384,0.1355445,0.6554324,1.0,0.052384388,0.28312314,0.42698413,0.2784875,0.31570083,0.0,0.0,1
0.27842373,0.54552174,0.0,0.54192835,0.032655083,0.5598515,0.7091171,0.039784808,0.06452695,0.37815377,0.093103096,0.46441507,0.0,0.9838426,0.2767802,0.4847287,0.34268826,0.5072598,0.0,0.08518725,1
0.08310203,0.047533687,0.6972323,0.22331314,0.11905545,0.0,0.068053976,0.0,0.00070443004,0.4018543,0.34892544,0.27251506,0.13945112,1.0,0.56350946,0.17001899,0.7291329,0.17465454,0.0,0.40189686,1
0.12296452,0.0,0.54861826,0.24220377,0.0021769963,0.13051939,0.16309893,0.0,0.0,0.24855463,0.56827337,0.3738571,1.0,0.9396953,0.2951733,0.015835423,0.5239372,0.19251278,0.0,0.35405034,1
0.43953243,0.1318854,0.0886592,0.093769684,0.10917285,0.29786506,0.026622519,0.105142474,0.052222535,0.367397,0.072075315,0.1683376,0.0,0.0,0.28138396,0.6566954,0.15007862,0.2870097,0.08072052,0.0,0
