feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-0.04592882874016064,0.5907443355103258,0.04382879946042826,-0.22011373125482853,-0.3717790115234884,-0.7679269627893491,0.9558027451124809,-1.4776124069194447,0.23844551094311295,0.2576008573981294,-0.016568409822520076,-0.6137005009737233,1.4933944269263781,1.0899049590908303,-0.4842583519308302,-0.46573632007689325,-0.5711839740841865,-1.5015011020539617,0.06364906149651771,0.6833245115160919,0
-1.3993421658487708,-0.3248579264985461,0.06832212993981754,0.8596307868548461,-0.6867323955673516,-0.3562653828118033,0.12631251458699935,0.3849664160476343,0.05847747469902441,0.7985666731105902,0.7964303666421104,-0.8128371920669244,0.20669254646930688,-0.3559349170869707,2.3059465859677397,-0.1547676444773072,1.6478776057836733,0.678997932492748,-0.9820194972109048,1.6639862798080995,1
0.33935581275622034,-0.3686193657856996,1.6923465724632047,0.8070464166066873,0.28305316225865373,0.3653575392910463,0.14432647172603683,-0.33931118713815905,-0.06969009097113793,-0.041337204809170254,-0.34815739681731317,0.7351351085468615,-0.3025879288579039,0.1454272174057594,-2.703348047107357,0.17014462615945755,-0.7037103993314333,-0.439905049991825,1.1196877785533812,-0.07492655611844788,0
-0.2084682105404079,-1.055089368176695,0.508608373233442,0.12626773623406817,-0.7925234471152126,-1.1972003144446122,-0.4303093199546424,-0.4235985817281771,0.3124528125160928,-1.3656174041901494,1.2066081548639151,-1.5571923100674296,1.7755051550740482,1.5091310134045506,-1.4840566649243352,-0.6563888943325028,0.605606232631313,-0.7769105924518445,-0.9846547848472624,-1.5271678565896476,1
-0.1493614956496412,-0.9793002302826354,0.6332253101150935,0.16336035491580048,-0.9487486952680001,0.623551333201255,-0.38762983266324635,1.061256258512118,-0.14924491315486513,-0.4333895666861532,-2.367477653373278,0.9477110007962704,-0.7989590626786404,0.10264552853966442,-1.934964117240471,0.32601144227732526,-0.29779615622396016,0.04868852584631678,1.3140749815246042,0.3537706308913895,0
-0.7627247785662142,0.8294748419317485,0.6592456684324051,-0.19382613877280352,-2.0038623644067535,1.0808965645427209,0.9375701376265584,0.6354180302092264,-0.25613995340402873,-1.2392583948534726,-0.7691423497872982,1.6688307264748974,-1.3610070433430657,0.0012054753622242368,-1.6075598643689741,0.5621051779070825,-0.8170886310681906,0.016628499633376426,-0.26451484131061076,-0.9399031011088647,0
-0.33516697322638483,-0.18354032201646558,0.42232479744987467,-0.1149509314918426,1.1516655830474756,0.6453413832449285,-1.1286345143792071,-0.10210305889143893,-0.14955425127059988,0.03755307666056291,-1.744532888606054,1.030517089784491,-0.7811403963215088,-0.19334094967962276,-0.0709053625273688,0.3316363515259603,0.8967973320332352,-0.0790322169172133,-1.4822314236773086,-0.6902762332372047,1
-0.5898947564628909,-1.500221861446936,1.2347519140447951,-0.7788370428204348,0.8861911885847956,0.7848990798768654,-1.031955242094435,-0.06263957732723487,-0.24977381726780618,0.24312345851289308,-0.13216935564437185,0.5659049507534202,-1.5828816731119375,-0.11348064588214118,0.5954908976392573,0.48315193934289064,0.2215584736242106,1.6945070583555224,1.3510728924131392,0.07227896538428889,1
0.4547409121411344,-0.20585943088034037,0.2531652380379812,-0.7465783465402389,-1.5486182988637467,-2.8393076331623717,0.820344012612456,-0.4911537471421047,0.6811470208842092,-0.28487549336967083,-0.5164296438875717,-4.299467681970848,3.6526383483473337,0.8953554307625996,-0.03361256470371301,-1.4863193615818984,-0.6315777291653314,-0.2630724854641428,-0.1767741631157821,-0.19646658342809717,0
0.5517407999109204,-0.41142660711600243,-1.5193460754768424,1.1539007342557472,-0.38852077518300926,-1.5572252812809184,-2.832155598110569,0.19042388992505774,0.3797234425159045,0.44921872128503426,1.2002617497388293,-2.295800229326054,2.060603202672228,-0.5835993263460049,-0.4511588584089988,-0.8224016184655675,1.0383788510193166,-0.3064332403878067,-1.8697416996954206,-0.463161362085399,0
