feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-2.1539395958921586,-0.2899988843469592,0.6520276531371703,0.6528803714722882,-1.7677480270556107,1.9361754420399613,-0.7844005053480503,-1.9565271007902652,0.4489839635589303,0.1026839374784213,-0.9522462727648975,0.1883125279959788,-0.8673145087543316,0.26150213620654744,1.4913010650771428,-0.6575129663865302,-2.1005143162337996,-2.3257838175783685,1.932963175468534,-1.1916485388987084,0
-2.2937558415835086,0.7110461025453031,-3.3173971839136343,-0.4999624972086356,6.9858546641690085,-1.777588985996425,-1.657404766002041,1.2066915936118963,-1.2044943380337034,-0.6230793738071585,2.231210398970263,-1.0314469896397256,0.014416562635548644,-4.532875139235658,1.8415945237424223,-3.373153083395274,-1.4084233842060085,3.000000890505164,-1.1710410396618163,2.140970296330354,0
-4.02532056520529,1.9286338008939643,-8.378264794841574,-0.6900745939435349,-2.758238913827604,0.04458120371684898,-1.5155201944246106,2.1600758014494676,3.320602661150555,5.462881573242378,-0.9893437108889065,0.41799941239461297,0.3662357531837386,0.26175159555303557,3.81515630693612,1.2958010596821568,-0.7770102302049039,-3.346084199143095,0.508192939171904,0.46331572038501684,1
2.0776607265593663,-1.357632444948907,7.121396642061238,0.3536795955057045,-3.277798976262518,1.1526517894487192,2.7482457020230817,-0.710344334536128,-0.5330089025192473,-0.18870025777912636,0.36499027584809796,0.19598225230669603,0.06865145707428366,0.9326605399441226,3.7692817427847145,-1.2256595487033097,-0.1764070536283277,0.03433373550700597,-0.1267892516659413,1.1537685390885666,0
-0.12978785469827026,-0.44271706953217543,-2.8994740256821725,0.5208656925615726,-3.776153091982514,-2.267436926015699,2.0594445569357487,1.4392937867924214,1.3650578348172338,4.7610284924948205,-1.5382773631592712,0.19950656817858575,-0.31213136754128723,2.966533057753416,-1.5053511819953262,2.2743512094126537,0.3608606095656809,-2.4665146297609972,0.23855807063954726,0.06134366424086365,0
0.7417806325347114,2.123320513281019,-1.2381086980559606,-0.1697304872855214,0.36250325245221804,1.4441584760948947,-0.4917019038405282,-1.2102430895201484,2.0140493709396585,-0.35285036131420333,-0.7887451508322929,0.6409434283996227,0.17057558147702223,-2.064754293425379,0.06237152701089138,2.153984358610792,-1.2928737322045296,-1.1427809929612027,-0.5043508539402574,-0.6746205243566907,1
-0.17622050605433198,1.8218953159260207,-3.3369816295621577,-2.058680686205292,-2.2570755512261487,-1.2859086128030695,-1.1233796731021024,4.267165308983171,0.5911522370215172,3.009238797635575,-0.49153963944338935,1.0342779314375332,1.1345383310080746,3.3030360380899846,0.353732497983513,0.43321302189596683,-1.0541054369956855,-0.10708825785415538,-0.8580870493455784,-0.7221591615216957,1
-0.2764559781472479,0.23723487563101686,4.516688409187569,0.08722989241942036,-0.8071692125426573,0.5657914368263046,-0.7323307254281273,0.36008921871999,-0.5985411990210756,1.063162117753873,-2.4566854594402185,1.4243400627994551,0.9368991943041058,1.0816554177510553,0.277500551323182,-2.657284835728161,1.8146734477127877,-1.6301545276552174,0.6886622951464159,1.1899197160476673,1
0.4011529072946325,-1.4002452287511766,2.278634146696381,-0.3101449950106793,-1.122340256927703,-0.22373277231524097,-0.9516707396953719,0.5631978588161212,-0.2976972513461516,-0.6001557044609418,-2.73039621299204,-2.075448829107313,0.3018124860758687,0.14636324025062908,1.3715065975866894,-1.2279766548901172,-0.5793574933451994,-2.131438863959217,-0.9596073122118406,0.8601203919849665,0
-1.6668065404614474,0.6389230223745517,2.770747580828303,0.7443146423626893,-3.2044854237074487,2.3908827736328853,-1.74270406530369,1.0095735865315436,-1.4807232659355203,-1.053071799131192,-3.9401705345337232,-3.6591263170564017,-0.02642552136706281,-0.17870558187257607,-0.9029774079536308,-1.0321801849435277,-0.8110052394638876,-1.2714887444788419,0.2174206424362958,1.744311252423273,0
